input,label,word_count
think the federal reserve does not want to rock the boat and is using gradual approach in raising the interest rate said sung won sohn chief us economist for wells fargo bank,1.0,32.0
the economy is doing bit better right now but there are still some concerns about geopolitics employment and the price of oil he added,0.0,24.0
the further rise in us rates is unlikely to have direct bearing on uk monetary policy,1.0,16.0
the bank of england boe has kept interest rates on hold at 4.75 for the past three months leading some commentators to argue that rates may have peaked,1.0,28.0
in report published on wednesday the bank said that with rates at their current level inflation would rise to its target within two years,1.0,24.0
however boe governor mervyn king warned only last month that the era of consistently low inflation and low unemployment may be coming to an end,0.0,25.0
us bank in 515m sec settlement,0.0,6.0
five bank of america subsidiaries have agreed to pay total of 515m 277m to settle an investigation into fraudulent trading share practices,0.0,22.0
the us securities and exchange commission announced the settlements the latest in an industry-wide clean-up of us mutual funds,0.0,19.0
the sec also said it had brought fraud charges against two ex-senior executives of columbia distributor,1.0,16.0
columbia distributor was part of fleetboston bought by boa last year,1.0,11.0
three other ex-columbia executives agreed settlements with the sec,1.0,9.0
the sec has set itself the task of stamping out the mutual funds use of market-timing form of quick-fire short-term share trading that harms the interests of small investors with whom mutual funds are particularly popular,1.0,36.0
in the last two years it has imposed penalties totalling nearly 2bn on 15 funds,0.0,15.0
the sec unveiled two separate settlements one covering boa direct subsidiaries and another for businesses that were part of fleetboston at the time,1.0,23.0
in both cases it said there had been secret deals to engage in market timing in mutual fund shares,1.0,19.0
the sec agreed deal totalling 375m with banc of america capital management bacap distributors and banc of america securities,1.0,19.0
it was made up of 250m to pay back gains from market timing and 125m in penalties,0.0,17.0
it is to be paid to the damaged funds and their shareholders,0.0,12.0
separately the sec said it had reached 140m deal equally split between penalties and compensation in its probe into columbia management advisors cam and columbia funds distributor cfd and three ex-columbia executives,1.0,32.0
these businesses became part of boa when it snapped up rival bank fleetboston in 47bn merger last march,0.0,18.0
the sec filed civil fraud charges in boston federal court against james tambone who it says headed cfd sales operations and his alleged second in command robert hussey,0.0,28.0
the sec is pressing for the highest tier of financial penalties against the pair for multiple violations repayment of any personal gains and an injunction to prevent future breaches spokeswoman for the sec boston office told the bbc,0.0,38.0
there was no immediate comment from the men lawyers,0.0,9.0
"the sec settlement with cam and cfd included agreements with three other ex-managers peter martin erik gustafson and joseph palombo who paid personal financial penalties of between 50-100,000",0.0,28.0
strike on the buenos aires underground has caused traffic chaos and large queues at bus stops in the argentine capital,0.0,20.0
tube workers walked out last week demanding 53 pay rise and in protest against the installation of automatic ticket machines,0.0,20.0
metrovias the private firm which runs the five tube lines in the city has offered an increase in wages,0.0,19.0
the firm promised no jobs would be lost as result of new ticket machines,1.0,14.0
it said it would put this commitment on paper,1.0,9.0
underground staff have warned they will continue with the protests until the management put an acceptable offer on the table,1.0,20.0
the argentine work ministry has been mediating in the conflict and it could call an obligatory conciliation which would force both sides to find solution and put an end to the conflict,1.0,32.0
some tube commuters have not hidden their frustration at the ongoing strike and have broken the windows of the underground trains according to the local press,0.0,26.0
don know who is right but the harm ones are us said accountant jose lopez,0.0,15.0
japanese communications firm softbank has widened losses after heavy spending on new cut-rate phone service,1.0,15.0
"the service launched in december and dubbed otoku or bargain has had almost 900,000 orders softbank said",1.0,17.0
the firm market leader in high-speed internet had an operating loss for the three months to december of 7.5bn yen 71.5m 38.4m,1.0,22.0
but without the otoku marketing spend it would have made profit and expects to move into the black in 2006,0.0,20.0
the firm did not give figure for the extent of profits it expected to make next year,0.0,17.0
it was born in the 1990s tech boom investing widely and becoming fast-rising star till the end of the tech bubble hit it hard,0.0,24.0
its recent return to high profile came with the purchase of japan telecom the country third-biggest fixed-line telecoms firm,0.0,19.0
the acquisition spurred its broadband internet division to pole position in the japanese market with more than 5.1 million subscribers at the end of december,1.0,25.0
wmc profits up amid bid criticism,0.0,6.0
australian mining firm wmc resources has seen fivefold rise in profits while continuing to be the target of hostile takeover bid,1.0,21.0
wmc said it made net profits of 1.33bn australian dollars 1bn 550m in 2004 up from 246bn the year before,1.0,20.0
it is currently arguing against an offer from swiss xstrata which the firm raised to 8.4bn last week after wmc said it was an undervaluation,0.0,25.0
now reports say that the australian government is against the deal,0.0,11.0
trade minister mark vaile has said that the bid may be against the national interest,1.0,15.0
mr vaile who was quoted in the australian financial review compared xstrata attempt to take over wmc to similar bid by oil giant shell for australia woodside petroleum in 2001,1.0,30.0
the bid was thrown out by treasurer peter costello on national interest grounds,0.0,13.0
wmc interests in uranium deposits were contributing factor mr vaile said,0.0,11.0
wmc itself however has no objection in principle to being bought out having spun off its aluminium operations in 2002 to make itself more tempting target as long as the price is right,1.0,33.0
its stellar performance in 2004 has been built on sky-high prices for metals,0.0,13.0
copper and nickel in particular have been in high demand thanks to china booming economy which expanded more than in each of the past two years,0.0,26.0
nickel prices rose 43 during the year with copper up 36,0.0,11.0
barclays the uk third-biggest bank has seen annual pre-tax profits climb to record levels boosted by sharp rise in business at its investment arm,1.0,24.0
profits for the year to 31 december rose 20 to 4.6bn 8.6bn,0.0,12.0
barclays chief john varley said the bank had caught the winds of very strong world economy,1.0,16.0
earnings at barclays capital investment bank rose 25 to 1.04bn but investment in branch operations held back growth in its uk retail business,1.0,23.0
the group is the first of britain five big banks to report 2004 results,0.0,14.0
according to analysts forecasts hsbc the biggest uk bank by stock market valuation will report profits of 9.4bn later this month,1.0,21.0
barclays results were in line with market expectations,0.0,8.0
its global investors wing made 347m an 82 jump on 2003 figures,0.0,12.0
profits at barclaycard rose by to 801m but were said to have been affected by series of interest rate rises and investment to grow its customer base,0.0,27.0
the bank also blamed margins pressure on its mortgage business and spending on its branches over the past year for fall in profits in its uk retail division to 1.13bn,1.0,30.0
the outlook for 2005 is good as result of balance sheet growth and investments made in 2004 mr varley said,0.0,20.0
barclays cautioned that growth this year may be slower than in 2004 on the back of softer us and chinese economies and the impact of interest rate rises on household spending in the uk,0.0,34.0
it added its bid to acquire controlling stake in south africa leading retail bank absa was being considered by regulatory authorities,0.0,21.0
speaking on bbc radio mr varley declined to be drawn on reports that barclays had held merger talks with us bank wells fargo,1.0,23.0
tie-up between barclays and california-based wells fargo would create the world fourth biggest bank valued at 180bn,1.0,17.0
at 1405 gmt shares in barclays were trading down 0.67 at 590 pence,0.0,13.0
the headline numbers are in line but the story is costs said analyst alex potter at lehman brothers,0.0,18.0
they are bit more aggressive than we had expected,0.0,9.0
the cost overshoot is not in barclays capital but in the uk bank,1.0,13.0
yukos owner sues russia for 28bn,0.0,6.0
the majority owner of embattled russian oil firm yukos has sued the russian government for 28.3bn 15.2bn,1.0,17.0
the kremlin last year seized and sold yukos main production arm yugansk to state-run oil group rosneft for 9.3bn to offset massive back tax bill,1.0,25.0
group menatep the gibraltar-based holding company which controls 51 of yukos says this was illegal,1.0,15.0
menatep has already asked rosneft to repay 900m loan that yugansk had secured on its assets,0.0,16.0
the russian government argument for selling yuganskneftegaz the unit full name was that yukos owed more than 27bn in back taxes for the years from 2000 onwards,1.0,27.0
it accused the firm of using web of offshore firms to avoid its tax liabilities and the courts sent in bailiffs to freeze yukos accounts and seize yugansk,0.0,28.0
but critics say the sell-off and the assault on yukos finances are part of an attempt to bring the energy industry back under state control,0.0,25.0
according to menatep the government actions were contrary to the 1994 energy charter treaty which was designed to regulate disagreements over energy investments,1.0,23.0
we have warned the russian government about their continuing attacks against yukos its personnel and its shareholders and we have warned any buyer of yuganskneftegaz that they would face lifetime of litigation said tim osborne director of group menatep,1.0,39.0
the time for warning is over and actions to recover the value of our losses begin in earnest today,0.0,19.0
menatep said the value of its yukos shareholding had gone from 17.8bn to virtually nothing since 2003 as result of the russian government action as its shares have fallen 97,1.0,30.0
according to its paris lawyer emmanuel gaillard of shearman and sterling the overall claim is based on that figure with 60 addition for the share gains that could have accrued since then,0.0,32.0
arbitration of the lawsuit could take place in stockholm or the hague mr gaillard said,0.0,15.0
while russia has signed the charter it has never ratified it which some experts say could make it difficult for menatep to press its case,1.0,25.0
but mr gaillard told bbc news that the charter came into effect on signature not ratification,0.0,16.0
russia has said in the past that it is bound by it so as to attract foreign investors he said,0.0,20.0
yukos is still waiting to see what will happen to its filing in us court for bankruptcy protection,0.0,18.0
it took the action to try to prevent the forced sale of yugansk first to little-known shell company which in turn was bought by rosneft,0.0,25.0
yukos claims its downfall was punishment for the political ambitions of its founder mikhail khodorkovsky,0.0,15.0
mr khodorkovsky currently facing fraud and tax evasion charges of his own was one of the founders of menatep,1.0,19.0
he has since signed over his shareholding to one of his fellow investors,0.0,13.0
qantas sees profits fly to record,0.0,6.0
australian airline qantas has posted record fiscal first-half profit thanks to cost-cutting measures,1.0,13.0
net profit in the six months ending 31 december rose 28 to 458.4m 357.6m 191m from year earlier,0.0,18.0
analysts expected figure closer to 431m,0.0,6.0
qantas shares fell almost however after it warned that earnings growth would slow in the second half,1.0,17.0
sales will dip by at least 30m after the indian ocean tsunami devastated many holiday destinations qantas said,1.0,18.0
the tsunami affected travel patterns in ways that we were bit surprised about chief executive geoff dixon explained,0.0,18.0
it certainly affected japanese travel into australia,0.0,7.0
as soon as the tsunami hit we saw lessening with bookings for australia,0.0,13.0
higher fuel costs also are expected to eat into earnings in coming months,0.0,13.0
we don have as much hedging benefit in the second half as we had in the first said chief financial officer peter gregg,0.0,23.0
qantas is facing increased pressure from rivals such as low-cost carrier virgin blue and the australian government is in talks about whether to allow singapore airlines to fly between the australia and the us one of qantas key routes,1.0,39.0
even so the firm is predicting that full-year earnings will increase from the previous 12 months,0.0,16.0
analysts have forecast full-year profit will rise about 11 to around 720 million 563 million,0.0,15.0
qantas boss mr dixon also said he would be reviewing the group cost-cutting measures,1.0,14.0
during the first six months of the fiscal year qantas made savings of 245m and is on track to top its target of 500m for the full year,1.0,28.0
"last month the company warned it may transfer as many as 7,000 jobs out australia with mr dixon quoted as saying that the carrier could no longer afford to remain all-australian",1.0,31.0
iraq to invite phone licence bids,0.0,6.0
iraq is to invite bids for two telephone licences saying it wants to significantly boost nationwide coverage over the next decade,0.0,21.0
bids have been invited from local arab and foreign companies iraq ministry of communications said,1.0,15.0
the winner will work in partnership with the iraqi telecommunications and post company itpc,0.0,14.0
the firms will install and operate fixed phone network providing voice fax and internet services,0.0,15.0
the ministry said that it wanted to increase iraq very low telephone service penetration rate from about 4.5 today to about 25 within 10 years,1.0,25.0
it also hopes to develop highly visible and changeable telecommunication sector,1.0,11.0
details of the bidding and tender process will be published on the ministry website on february,0.0,16.0
it also is planning road-show for investors in amman jordan,0.0,10.0
the ministry said it would base its selection on criteria including the speed of implementation tariff rates coverage and the firm experience and financial strength,1.0,25.0
india defence minister has opened the country aero india 2005 air show with an invitation for global aerospace firms to outsource jobs to the nation,1.0,25.0
pranab mukherjee said such companies could take advantage of india highly skilled workers and low wages,0.0,16.0
more than 240 civil and military aerospace firms from 31 countries are attending the show,0.0,15.0
analysts said india could spend up to 35bn 18.8bn in the aviation market over the next 20 years,0.0,18.0
giants such boeing and airbus on the civil aviation front as well as lockheed martin and france snecma on the military side are some of the firms attending the show,1.0,30.0
there is tremendous scope for outsourcing from india in areas where the companies are competitive said mr mukerjee,0.0,18.0
we are keen to welcome international collaborations that are in conformity with our national goals,0.0,15.0
lockheed said it had signed an agreement with state-owned hindustan aeronautics hal to share information on the p-3 orion maritime surveillance aircraft,0.0,22.0
in fact the indian armed force is considering the buying of used p-3 orion as well as f-16 fighter jets from lockheed,0.0,22.0
the us military industry has show strong interest to open link with india now that relations between the two countries have improved lot,1.0,23.0
in fact it is the first time the us air force will attend the air show since sanctions imposed in 1998 after india nuclear tests were lifted,0.0,27.0
but the indian air force is also considering proposals from other foreign firms such as france dassault aviation sweden saab and russia mikoyan-gurevich,1.0,23.0
meanwhile france snecma has also said it plans joint venture with hal to make engine parts with an initial investment of 6.5m,1.0,22.0
on the civilian front boeing announced deal with india hcl technologies to develop platform for the flight test system of its 787 dreamliner aircraft,0.0,24.0
the us company also said it had agreed with new indian budget airline the sale of 10 737-800 planes for 630m,1.0,21.0
the airline spicejet will also have the option to acquire 10 more aircraft,0.0,13.0
airbus has also recently signed fresh deals with two indian airlines air deccan and kingfisher,1.0,15.0
in addition the european company has plans to open training centre in india,0.0,13.0
meanwhile flag carrier air india is considering to buy 50 new aircraft from either boeing or airbus,1.0,17.0
no other market is going to see the growth that will be seen here in the coming years said dinesh keskar senior vice president boeing,0.0,25.0
the merger of russian gas giant gazprom and oil firm rosneft is to go ahead but will not include yugansk which was controversially bought last year,1.0,26.0
the merger backed by russian authorities will allow foreigners to trade in gazprom shares,1.0,14.0
gazprom chief alexei miller confirmed rosneft-owned yugansk was not part of the deal and will instead be spun off,1.0,19.0
under the agreement the state will get controlling share of gazprom in exchange for rosneft,0.0,15.0
the state wanted to control gazprom before allowing foreigners to trade,1.0,11.0
speaking on ntv television which is controlled by gazprom mr miller added that yugansk which was swallowed up by rosneft late last year will operate as separate state-owned oil firm headed by current rosneft chief sergei bogdanchikov,1.0,37.0
according to reports from russian news agency interfax the deal should go through in the next two to three months,0.0,20.0
obtaining majority control over gazprom is the beginning of the liberalisation of the market in gazprom shares mr miller added,1.0,20.0
by opening up trading in gazprom to foreigners the firm will become top emerging market play for traders,0.0,18.0
currently foreigners can only trade in gazprom via small issue of london-listed proxy shares,0.0,14.0
this is positive news for the international investment community global asset management investment chief david smith said,0.0,17.0
the majority of investors are going to be happy he added,0.0,11.0
however analysts were disappointed that yugansk would not be included in the deal,0.0,13.0
yugansk is heavy cashflow generator and would have been much better asset for gazprom renaissance capital energy analyst adam landes told reuters news agency,0.0,24.0
but he said the latest development was simply an interim step to allow foreigners to trade in gazprom,1.0,18.0
ultimately and industrially gazprom needs yugansk he added,1.0,8.0
analysts said the deal would give gazprom control of of russia total oil production an improvement on its current 2.5 but still far less than the 20 share it would have gained had it also taken over yugansk,1.0,38.0
however the merged group will still remain outside russia top five oil producers led by lukoil with 11 of the market followed by tnk-bp which is half owned by bp and surgutneftegaz,0.0,32.0
instead the merged gazprom-rosneft group will rank alongside sibneft with of the market,0.0,13.0
yugansk was sold to little-known shell company in disputed auction in december following what many thought was politically-motivated attack on yukos,1.0,21.0
the shell company was then snapped up by rosneft,0.0,9.0
yukos unsuccessfully sought to halt the auction by applying for bankruptcy through the us courts,0.0,15.0
the unit was auctioned by russian authorities to help pay off 27.5bn back-tax bill,0.0,14.0
belgian brewing giant inbev has seen its profits soar thanks to its acquisition of brazil biggest beer firm ambev last year,1.0,21.0
inbev which makes stella artois said pre-tax profits for 2004 rose 56 to 1.16bn euros 1.5bn 800m and said it expected solid growth in 2005,0.0,25.0
the performance comes on sales up 21 at 8.6bn euros,1.0,10.0
the firm formerly interbrew became the world biggest brewer by volume when it bought ambev in august 2004,0.0,18.0
the acquisition meant its sales by volume grew 57 in 2004 with four months of ambev sales accounting for almost all of the increase,1.0,24.0
us beermaker anheuser-busch sells less beer by volume than inbev but is bigger in terms of the value of its sales,0.0,21.0
continuing demand for inbev products in the south american markets where its brazilian arm is most popular means it expects to keep boosting its turnover,0.0,25.0
it the brazil business that doing it said ing analyst gerard rijk of inbev strong performance,0.0,16.0
ambev boosted its share of brazil beer market from 62 at the end of 2003 to more than 68 by december 2004 inbev reported,1.0,24.0
in contrast inbev european business saw volume sales fall 2.5 although central and eastern european sales rose 12,1.0,18.0
overall net profits were up 42 to 719m euros,0.0,9.0
cameroon says widespread corruption in its finance ministry has cost it 1bn cfa francs 2m 1m month,0.0,17.0
about 500 officials are accused of either awarding themselves extra money or claiming salaries for non-existent workers,0.0,17.0
prime minister ephraim inoni who vowed to tackle corruption when he came to office last year said those found guilty would face tough punishments,1.0,24.0
the scam is believed to have begun in 1994,0.0,9.0
the prime minister office said the alleged fraud was uncovered during an investigation into the payroll at the ministry,1.0,19.0
in certain cases staff are said to have lied about their rank and delayed their retirement in order to boost their earnings,0.0,22.0
the prime minister office said auditors had found irregularities in the career structure of certain civil servants,1.0,17.0
it added that the staff in question appear to have received unearned salaries boosting the payroll,0.0,16.0
fidelis nanga journalist based in the cameroon capital yaounde said the government was considering taking criminal action against those found guilty and forcing them to repay any money owed,1.0,29.0
the prime minister has given instructions for exemplary penalties to be meted out against the accused and their accomplices if found guilty he told the bbc network africa programme,1.0,29.0
mr inoni launched an anti-corruption drive in december after foreign investors criticised lack of transparency in the country public finances,0.0,20.0
in one initiative designed to improve efficiency civil servants who arrived late for work were locked out of their offices,0.0,20.0
the government now intends to carry out an audit of payrolls at all other government ministries,0.0,16.0
in report compiled by anti-corruption body transparency international in 2003 graft was said to be pervasive in cameroon,1.0,18.0
us adds more jobs than expected,0.0,6.0
"the us economy added 337,000 jobs in october seven-month high and far more than wall street expectations",1.0,17.0
in welcome economic boost for newly re-elected president george bush the labor department figures come after slow summer of weak jobs gains,1.0,22.0
jobs were created in every sector of the us economy except manufacturing,0.0,12.0
while the separate unemployment rate went up to 5.5 from 5.4 in september this was because more people were now actively seeking work,0.0,23.0
"the 337,000 new jobs added to us payrolls in october was twice the 169,000 figure that wall street economists had forecast",1.0,21.0
"in addition the labor department revised up the number of jobs created in the two previous months to 139,000 in september instead of 96,000 and to 198,000 in august instead of 128,000",1.0,32.0
"the better than expected jobs data had an immediate upward effect on stocks in new york with the main dow jones index gaining 45.4 points to 10,360 by late morning trading",0.0,31.0
it looks like the job situation is improving and that this will support consumer spending going into the holidays and offset some of the drag caused by high oil prices this year said economist gary thayer of ag edwards sons,0.0,40.0
other analysts said the upbeat jobs data made it more likely that the us federal reserve would increase interest rates by quarter of percentage point to when it meets next week,1.0,31.0
it should empower the fed to clearly do something said robert macintosh chief economist with eaton vance management in boston,0.0,20.0
"kathleen utgoff commissioner of the bureau of labor said many of the 71,000 new construction jobs added in october were involved in rebuilding and clean-up work in florida and neighbouring deep south states following four hurricanes in august and september",1.0,40.0
the dollar rose temporarily on the job creation news before falling back to new record low against the euro as investors returned their attention to other economic factors such as the us record trade deficit,0.0,35.0
there is also speculation that president bush will deliberately try to keep the dollar low in order to assist growth in exports,0.0,22.0
row over whether only greece should be allowed to label its cheese feta has reached the european court of justice,1.0,20.0
the danish and german governments are challenging european commission ruling which said greece should have sole rights to use the name,1.0,21.0
the commission decision gave the same legal protection to feta as to italian parma ham and french champagne,0.0,18.0
but critics of the judgement say feta is generic term with the cheese produced widely outside greece,1.0,17.0
the commission controversial 2002 ruling gave protected designation of origin status to feta cheese made in greece effectively restricting the use of the feta name to producers there,1.0,28.0
from 2007 onwards greek firms will have the exclusive use of the feta label and producers elsewhere in europe must find another name to describe their products,0.0,27.0
the german and danish governments argue that feta does not relate to specific geographical area and that their firms have been producing and exporting the cheese for years,1.0,28.0
in our opinion it is generic designation and we do not have any other name or term for this type of cheese hans arne kristiansen spokesman for the danish dairy board told the bbc,0.0,34.0
"denmark is europe second largest producer of feta after greece producing about 30,000 tonnes year and exports its products to greece",1.0,21.0
it is concerned that the ruling could threaten the production of other cheeses in denmark such as brie,0.0,18.0
it would cost millions if we wanted to introduce new designation mr kristiansen said,0.0,14.0
that is just one of the costs,0.0,7.0
the case will also have major impact on britain sole feta producer yorkshire company shepherds purse cheeses,0.0,17.0
judy bell the company founder said it would cost huge amount to rebrand its product,0.0,15.0
if we lose we will have to go through massive re-merchandising process and reorganisation she said,0.0,16.0
we have never tried to pull the wool over anyone eyes it very clear from the label that it yorkshire feta,0.0,21.0
"the original decision was victory for greece where feta cheese is believed to have been produced for about 6,000 years",1.0,20.0
feta is soft white cheese made from sheep or goat milk and is an essential ingredient in greek cuisine,1.0,19.0
"greece makes 115,000 tonnes mainly for domestic consumption",0.0,8.0
the court is expected to reach verdict in the case in the autumn,0.0,13.0
ukraine is preparing what could be wholesale review of the privatisation of thousands of businesses by the previous administration,0.0,19.0
the new president viktor yushchenko has said limited list of companies is being drawn up,1.0,15.0
"but on wednesday prime minister yulia tymoshenko said the government was planning to renationalise 3,000 firms",1.0,16.0
the government says many privatised firms were sold to allies of the last administration at rock-bottom prices,0.0,17.0
"more than 90,000 businesses in all from massive corporations to tiny shopfronts have been sold off since 1992 as the command economy built up when ukraine was part of the soviet union was dismantled",0.0,34.0
"ms tymoshenko said prosecutors had drawn up list of more than 3,000 businesses which were to be reviewed",1.0,18.0
we will return to the state that which was illegally put into private hands,0.0,14.0
day earlier mr yushchenko keen to reassure potential investors had said only 30 to 40 top firms would be targeted,1.0,20.0
the list will be limited and final and will not be extended after its completion he said,1.0,17.0
an open-ended list could further damage outside investors fragile faith in ukraine said stuart hensel of the economist intelligence unit,1.0,20.0
but the government seemed keen not to make the review look like the kind of wholesale renationalisation which many fear in russia mr hensel said,1.0,25.0
as result it was planning to resell rather than keep firms in state hands,0.0,14.0
they re aware of the need not to scare investors and to be careful of internal divides within ukraine he said,0.0,21.0
they don want to be seen to be transferring assets from one set of oligarchs to new set,0.0,18.0
foreign investment in ukraine at about 40 head in 2004 is one of the lowest among ex-soviet states,0.0,18.0
mr yushchenko became president after two elections in december the first of which was annulled amid allegations of voting irregularities and massive street protests,0.0,24.0
his opponent viktor yanukovich still has huge support in the country eastern industrial heartland,0.0,14.0
mr yushchenko administration has accused its predecessor led by ex-president leonid kuchma of corruption,0.0,14.0
the privatisation review number one target is steel mill sold to consortium which included viktor pinchuk mr kuchma son-in-law for 800m 424m despite higher bids from several foreign groups,1.0,29.0
the mill krivorizhstal is one of the world most profitable,0.0,10.0
we say krivorizhstal was stolen and at any cost we will return it to the state mr yushchenko told an investors conference in kiev,1.0,24.0
one of the jilted bidders netherlands-based group lnm said it welcomed the possibility that the mill might be back on the market,0.0,22.0
if the original privatisation is annulled and new tender issued then we would look at it with great interest spokesman told bbc news,0.0,23.0
resale of krivorizhstal could potentially triple the price according to the economist intelligence unit mr hensel,1.0,16.0
but he warned that the government could decide to take the easy route of revaluing the company and charging the existing owners the revised price rather than undertaking fresh sale,0.0,30.0
that way mr yushchenko can go to the public and say he has forced the oligarchs to play by the rules he told bbc news,1.0,25.0
bank set to leave rates on hold,0.0,7.0
uk interest rates are set to remain on hold at 4.75 following the latest meeting of the bank of england,1.0,20.0
the bank rate-setting committee has put up rates five times in the past year but rates have been on hold since september amid signs of slowdown,1.0,26.0
economic growth slowed in the previous quarter as manufacturing output fell while consumer confidence has slipped,0.0,16.0
there is also growing evidence that the previously booming uk housing market is now cooling,0.0,15.0
house prices fell 0.4 in october according to the nationwide their biggest monthly fall since february 2001,0.0,17.0
last month bank of england governor mervyn king said that the economy had hit softer patch after rapid economic growth in the first half of 2004,0.0,26.0
richard jeffrey chief economist at bridgewell securities said it was very unlikely that the bank of england would put rates up again this time around,1.0,25.0
there have been sufficient signs in the economy of slowdown to stay the bank of england hand he told bbc radio today programme,0.0,23.0
however mr jeffrey said he believed the slowdown in economic activity was temporary and it was dangerous to assume that rates had peaked,1.0,23.0
still think interest rates are going up he said,1.0,9.0
we are not out of the woods,0.0,7.0
winter freeze keeps oil above 50,0.0,6.0
oil prices carried on rising on wednesday after cold weather on both sides of the north atlantic pushed us crude prices to four-month highs,1.0,24.0
freezing temperatures and heavy snowfalls took crude oil prices past 50 barrel on tuesday for the first time since november,1.0,20.0
declines in the dollar have also contributed to the rising oil price,1.0,12.0
us crude was trading at 51.39 at 0710 gmt in asian electronic trade on wednesday,0.0,15.0
barrel of us crude oil closed up 2.80 at 51.15 in new york on tuesday,1.0,15.0
opec members said on tuesday that given such high prices the cartel saw no reason to cut its output,0.0,19.0
although below last year peak of 55.67 barrel which was reached in october prices are now well above 2004 average of 41.48,0.0,22.0
brent crude also rose in london trading adding 1.89 to 48.62 at the close,0.0,14.0
much of western europe and the north east of america has been shivering under unseasonably low temperatures in recent days,0.0,20.0
the decline in the us dollar to five-week low against the euro has also served to inflate prices,0.0,18.0
the primary factor is the weak dollar said victor shum singapore-based analyst with purvin and gertz,0.0,16.0
expectations that rebound in the dollar would halt the oil price rise were not immediately borne out on wednesday morning as oil prices carried on upwards as the dollar strengthened against the euro the pound and the yen,1.0,38.0
several opec members said on tuesday that cut in production was unlikely citing rising prices and strong demand for oil from asia,1.0,22.0
agree that we do not need to cut supply if the prices are as much as this fathi bin shatwan libya oil minister told reuters,0.0,25.0
do not think we need to cut unless the prices are falling below 35 barrel he added,0.0,17.0
german jobless rate at new record,0.0,6.0
more than 5.2 million germans were out of work in february new figures show,1.0,14.0
the figure of 5.216 million people or 12.6 of the working-age population is the highest jobless rate in europe biggest economy since the 1930s,1.0,24.0
the news comes as the head of germany panel of government economic advisers predicted growth would again stagnate,0.0,18.0
speaking on german tv bert ruerup said the panel earlier forecast of 1.4 was too optimistic and warned growth would be just in 2005,0.0,24.0
the german government is trying to tackle the stubbornly-high levels of joblessness with range of labour market reforms,0.0,18.0
at their centre is the hartz-iv programme introduced in january to shake up welfare benefits and push people back into work even if some of the jobs are heavily subsidised,0.0,30.0
the latest unemployment figures look set to increase the pressure on the government,0.0,13.0
widely leaked to the german newspapers day in advance they produced screaming headlines criticising chancellor gerhard schroeder social democrat-green party administration,0.0,21.0
mr schroeder had originally come into office promising to halve unemployment,0.0,11.0
still some measures suggest the picture is not quite so bleak,0.0,11.0
"the soaring official unemployment figure follows change in the methodology which pushed up the jobless rate by more than 500,000 in january",1.0,22.0
adjusted for seasonal changes the overall unemployment rate is 4.875 million people or 11.7 up 0.3 percentage points from the previous month,1.0,22.0
using the most internationally-accepted methodology of the international labour organisation ilo germany had 3.97 million people out of work in january,1.0,21.0
"and ilo-based figures also suggest that 14,000 new net jobs were created that month taking the number of people employed to 38.9 million",1.0,23.0
the ilo defines an unemployed person as someone who in the previous four weeks had actively looked for work they could take up immediately,0.0,24.0
ore costs hit global steel firms,0.0,6.0
shares in steel firms have dropped worldwide amid concerns that higher iron ore costs will hit profit growth,1.0,18.0
shares in germany thyssenkrupp the uk corus and france arcleor fell while japan nippon steel slid after it agreed to pay 72 more for iron ore. china baoshan iron and steel co. said it was delaying share sale because of weak market conditions adding it would raise steel prices to offset ore costs,1.0,53.0
the threat of higher raw material costs also hit industries such as carmakers,0.0,13.0
france peugeot warned that its profits may decline this year as result of the higher steel plastic and commodity prices,0.0,20.0
steelmakers have been enjoying record profits as demand for steel has risen driven by the booming economies of countries such as china and india,0.0,24.0
steel prices rose by globally in january alone and by 24 in china,1.0,13.0
the boom times are far from over but analysts say that earnings growth may slow,0.0,15.0
the share price fall was initially triggered by news that two of the world biggest iron ore suppliers had negotiated contracts at much-higher prices,1.0,24.0
vale do rio dolce cvrd this week managed to boost by 72 the price of their iron ore key component of steel,1.0,22.0
analysts had expected japan nippon to agree to price rise of between 40 and 50,0.0,15.0
steel analyst peter fish director of sheffield-based consulting group meps said the extent of cvrd price rise was uncharted territory adding that the steel industry hasn seen an increase of this magnitude probably in 50 years,1.0,36.0
analysts now expect other iron ore producers such as australia bhp billiton to seek annual price rises of up to 70,0.0,21.0
the news triggered the share price weakness,1.0,7.0
it sparked worries that steel makers might not be able to increase product prices further to cover rising ore costs explained kazuhiro takahashi of daiwa securities smbc,0.0,27.0
in europe arcelor shed 2.1 to 17.58 euros in paris with thyssenkrupp dropping 1.7 to 16.87 euros,0.0,17.0
in london corus fell 2.2 to 55.57 pence,0.0,8.0
japan biggest steel company nippon steel lost 2.5 to 270 yen with closest rival jfe holdings down 3.4,1.0,18.0
china baoshan the country largest steel producer said that the uncertainty surrounding the industry has prompted it to pull its planned share sale,0.0,23.0
the firm had been expected to offer 22.5bn yuan 2.7bn worth of shares to investors,0.0,15.0
no date has been given for when the billion shares will come to the market,0.0,15.0
baoshan stock climbed on news of the delay and its decision to increase the price of its steel by 10,1.0,20.0
bmw is preparing to enter the market for car-style people carriers the firm chief has told bbc news,0.0,18.0
speaking at bmw event ahead of the geneva motor show helmut panke predicted demand for such crossover vehicles would soar in europe,1.0,22.0
in contrast he said the popularity of van-style seven-seat vehicles and traditional saloon cars would fade,0.0,16.0
